text,retweet_count,favorite_count,month,year
"RT @realDonaldTrump: If Chuck Schumer and Nancy Pelosi gain the majority, they will try to raise your taxes, restore job-killing regulation…",18502,0,11,2018
"RT @realDonaldTrump: Arizona is such a Great State but it needs Border Security which @MarthaMcSally will provide, and Krysten Sinema doesn…",16552,0,11,2018
RT @realDonaldTrump: Rumor has it that Senator Joe Donnelly of Indiana is paying for Facebook ads for his so-called opponent on the liberta…,27430,0,11,2018
"RT @realDonaldTrump: ....Lake Okeechobee and all of the hurricane money were a passion for Rick Scott, who called endlessly on behalf of th…",12472,0,11,2018
"RT @realDonaldTrump: In all the time I’ve been President, almost two years, never once did Senator Bill Nelson call me to ask for help for…",16658,0,11,2018
"RT @realDonaldTrump: Another fantastic #MAGARally tonight in the Great State of Florida. In just 3 days, the People of Florida are going to…",14055,0,11,2018
"RT @realDonaldTrump: Thank you Macon, Georgia! Get out on Tuesday, November 6th and VOTE for @BrianKempGA as your next Governor to protect…",13423,0,11,2018
"RT @realDonaldTrump: If @AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime rid…",18592,0,11,2018
"RT @realDonaldTrump: No matter what she says, Senator Claire McCaskill will always vote against us and the Great State of Missouri! Vote fo…",20920,0,11,2018
RT @realDonaldTrump: I need @claudiatenney of #NY22 to be re-elected in order to get our big plans moving. Her opponent would be a disaster…,13337,0,11,2018
RT @realDonaldTrump: REMEMBER FLORIDA: I have been President of the United States for almost two years. During that time Senator Bill Nelso…,21963,0,11,2018
RT @realDonaldTrump: Law Enforcement has been strongly notified to watch closely for any ILLEGAL VOTING which may take place in Tuesday’s E…,36667,0,11,2018
"RT @realDonaldTrump: “Bill Nelson is kind of an empty figure in Washington. You never hear his name, he’s never in debates on key issues -…",16198,0,11,2018
Congressman Peter King of New York is a hardworking gem. Loves his Country and his State. Get out and VOTE for Peter!,9650,40612,11,2018
"There is a rumor, put out by the Democrats, that Josh Hawley of Missouri left the Arena last night early. It is Fake News. He met me at the plane when I arrived, spoke at the great Rally, &amp; stayed to the very end. In fact, I said goodbye to him and left before he did. Deception!",25541,93103,11,2018
"A fantastic evening in Cape Girardeau, Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs, great on tax cuts, and tough on crime. He shares your values, and he will always support our Military, Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/YPB8nqX2d6",11798,46028,11,2018
"A vote for Claire McCaskill is a vote for Schumer, Pelosi, Waters, and their socialist agenda. Claire voted IN FAVOR of deadly Sanctuary Cities - she would rather protect criminal aliens than American citizens, which is why she needs to be voted out of office. Vote @HawleyMO! https://t.co/tn2zsEWQJ5",12569,44016,11,2018
"A fantastic evening in Girardeau, Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs, great on tax cuts, and tough on crime. He shares your values, and he will always support our Military, Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/8zgyv5x2A6",3719,11725,11,2018
RT @IvankaTrump: Ohio✈️Indiana✈️Missouri 🇺🇸🇺🇸🇺🇸 https://t.co/Xn51CudZUt,9921,0,11,2018
"RT @DanScavino: .@TheLeeGreenwood singing GOD BLESS THE USA in Cape Girardeau, Missouri at @realDonaldTrump’s #MAGARally... https://t.co/Gl…",11081,0,11,2018
"You have been loyal and faithful to your Country, and now you have a President that is loyal and faithful to you. Get out tomorrow, and https://t.co/HfihPERFgZ! https://t.co/Fr6HlmA7y6",18633,60906,11,2018
"On my way, see you soon Cape Girardeau, Missouri! #MAGARally https://t.co/0pWiwCHGbh https://t.co/XZdgktuTmL",10652,46501,11,2018
"Massive crowd inside and outside the Allen County War Memorial Coliseum in Fort Wayne, Indiana! Thank you for joining us tonight - and make sure you get out and https://t.co/0pWiwCHGbh tomorrow! https://t.co/8APMivyM0x",15711,59267,11,2018
There is only one way to stop this Democrat-Led assault on our sovereignty – you have to VOTE Republican TOMORROW! Polling locations: https://t.co/0pWiwCHGbh https://t.co/ggs0zcXaQu,12752,42901,11,2018
"Thank you Indiana! A vote for Mike @Braun4Indiana is a vote to keep your jobs going up, your wages going up, and your healthcare costs coming down. It’s a vote to keep your families safe &amp; to keep criminals, traffickers &amp; drug dealers OUT of our Country! Get out and for for Mike! https://t.co/3AE7WcHZej",9551,36802,11,2018
"Just landed in Fort Wayne, Indiana for a #MAGARally at the Allen County War Memorial Coliseum. See everyone soon! https://t.co/0pWiwCHGbh",8995,38970,11,2018
Republicans have created the best economy in the HISTORY of our Country – and the hottest jobs market on planet earth. The Democrat Agenda is a Socialist Nightmare. The Republican Agenda is the AMERICAN DREAM! https://t.co/0pWiwCHGbh https://t.co/JfdM1p5xxY,13206,44652,11,2018
"Thank you Ohio! When you enter the voting booth tomorrow you will be making a simple choice. A vote for Republicans is a vote to continue our extraordinary prosperity. A vote for Dems is a vote to bring this Economic Boom crashing to a sudden, screeching halt. Vote @MikeDeWine! https://t.co/iai8bSEgBh",11197,41329,11,2018
"Something’s happening America! Get out tomorrow and https://t.co/0pWiwCHGbh so together, we can KEEP MAKING AMERICA GREAT AGAIN!! https://t.co/zajBieMWpl",18080,57446,11,2018
"“Bill Nelson is kind of an empty figure in Washington. You never hear his name, he’s never in debates on key issues - he is just under the radar.” Chris Wallace on @FoxNews  In other words, Nelson is a “stiff.”",16198,61156,11,2018
"RT @EricTrump: Friends, 
We are on the one yard line and need everyone to VOTE Republican tomorrow! America is back! America is winning aga…",14457,0,11,2018
Law Enforcement has been strongly notified to watch closely for any ILLEGAL VOTING which may take place in Tuesday’s Election (or Early Voting). Anyone caught will be subject to the Maximum Criminal Penalties allowed by law. Thank you!,36667,129974,11,2018
REMEMBER FLORIDA: I have been President of the United States for almost two years. During that time Senator Bill Nelson didn’t call me once. Rick Scott called constantly requesting dollars plus for Florida. Did a GREAT job on hurricanes. VOTE SCOTT!,21963,78359,11,2018
"So funny to see the CNN Fake Suppression Polls and false rhetoric. Watch for real results Tuesday. We are lucky CNN’s ratings are so low. Don’t fall for the Suppression Game. Go out &amp; VOTE. Remember, we now have perhaps the greatest Economy (JOBS) in the history of our Country!",31464,105477,11,2018
"I need @claudiatenney of #NY22 to be re-elected in order to get our big plans moving. Her opponent would be a disaster. Nobody works harder than Claudia, and she is a producer. I look forward to working together with her - she has my Strongest Endorsement! Vote Claudia!",13337,48122,11,2018
"No matter what she says, Senator Claire McCaskill will always vote against us and the Great State of Missouri! Vote for Josh Hawley - he will be a great Senator!",20920,78128,11,2018
"If @AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime ridden, overtaxed mess. @RonDeSantisFL will be a great Governor. VOTE!!!!!!",18592,60703,11,2018
".@DebbieStabenow voted against Tax Cuts, great Healthcare, Supreme Court Justices and all of the many things the people of Michigan wanted and need. She is an automatic far left vote, controlled by her bosses. John James can be a truly great Senator!",14973,50467,11,2018
Dana Rohrabacher has been a great Congressman for his District and for the people of Cal. He works hard and is respected by all - he produces! Dems are desperate to replace Dana by spending vast sums to elect a super liberal who is weak on Crime and bad for our Military &amp; Vets!,15285,55489,11,2018
"John James, running as a Republican for the Senate from Michigan, is a spectacular young star of the future. We should make him a star of the present. A distinguished West Point Grad and Vet, people should Vote Out Schumer Puppet Debbie Stabenow, who does nothing for Michigan!",23662,81174,11,2018
"In just 2 days, the people of Tennessee are going to elect @VoteMarsha Blackburn to the United States Senate to protect your jobs, defend your borders, and CONTINUE MAKING AMERICA GREAT AGAIN! Get out on Tuesday and VOTE for Marsha! https://t.co/BJhmItntMo",13730,49281,11,2018
"Thank you for joining us tonight in Tennessee, @TheLeeGreenwood. GOD BLESS THE U.S.A.! https://t.co/hfxi4Ct6Pv",23545,85935,11,2018
Great to be back in Tennessee. On our way to the McKenzie Arena in Chattanooga for a huge #MAGARally - see everyone soon! https://t.co/RwZt5yGuE5,12494,53361,11,2018
"Thank you Macon, Georgia! Get out on Tuesday, November 6th and VOTE for @BrianKempGA as your next Governor to protect your jobs, defend your borders, fight for your values, and continue MAKING AMERICA GREAT AGAIN! https://t.co/Hzbqw35oNM",13410,52339,11,2018
"On my way to Macon, Georgia where the crowds are massive, for a 4pmE #MAGARally. Will be in Chattanooga, Tennessee tonight, seen below, for a 7pmE rally. Something’s happening! Everyone needs to get out and VOTE! https://t.co/xBXepwpug9",13499,52064,11,2018
WOW - Departing the White House shortly. See you soon Georgia! #MAGA https://t.co/Lk0SoU8pie https://t.co/Sn9D9o4fNZ,15409,59415,11,2018
"RT @realDonaldTrump: .@DannyTarkanian is a great guy and a team player. He will represent his District, State and Country at the highest le…",14135,0,11,2018
"RT @realDonaldTrump: Martha McSally is a great warrior, her opponent a Nancy Pelosi Wacko! https://t.co/QEUdPWDDud",18173,0,11,2018
RT @realDonaldTrump: In Florida there is a choice between a Harvard/Yale educated man named @RonDeSantisFL who has been a great Congressman…,29214,0,11,2018
RT @realDonaldTrump: So Revealing! https://t.co/wR0Z4694ei,49756,0,11,2018
RT @realDonaldTrump: .@Troy_Balderson is doing a great job as Congressman from Ohio. We need him in D.C. Vote for Troy - He has my total En…,13261,0,11,2018
RT @realDonaldTrump: Congressman @RodBlum of Iowa got a desperately needed Flood Wall for Cedar Rapids that was almost impossible to get. H…,13411,0,11,2018
"RT @realDonaldTrump: Congressman @DaveBratVA7th is a fighter who is doing a great job for Virginia and for our Country. Border, Military, V…",12684,0,11,2018
"RT @realDonaldTrump: .@Erik_Paulsen, @Jason2CD, 
@JimHagedornMN and @PeteStauber love our Country and the Great State of Minnesota. They ar…",11726,0,11,2018
RT @realDonaldTrump: Just out: Consumer Confidence hits highest level since 2000.,22349,0,11,2018
RT @realDonaldTrump: .@MikeDeWine will be a great Governor for the People of Ohio. He is an outstanding man who loves his State – and alway…,12398,0,11,2018
"RT @realDonaldTrump: ....Richard Cordray will let you down, just like he did when he destroyed the government agency that he ran. Clone of…",10942,0,11,2018
"RT @realDonaldTrump: Congressman @KevinYoder has fought hard for the People of Kansas. Highly respected, strong on Crime, the Border, Milit…",14084,0,11,2018
RT @realDonaldTrump: Yesterday in Pittsburgh I was really impressed with Congressman Keith Rothfus (far more so than any other local politi…,14362,0,11,2018
RT @realDonaldTrump: It is outrageous what the Democrats are doing to our Country. Vote Republican now! https://t.co/0pWiwCHGbh https://t.c…,41550,0,11,2018
"RT @realDonaldTrump: That’s because they treat me fairly!
“@FoxNews tops @CNN and @MSNBC combined in October cable news ratings” https://t.…",19247,0,11,2018
"RT @realDonaldTrump: .@WalkerStapleton will be an extraordinary Governor for the State of Colorado. He is strong, smart, and has been succe…",11620,0,11,2018
"RT @realDonaldTrump: Illegal immigration affects the lives of all Americans. Illegal Immigration hurts American workers, burdens American t…",28784,0,11,2018
"RT @realDonaldTrump: Together, we are Making America Safe and Great Again! https://t.co/0pWiwCHGbh https://t.co/rWl5aSpY3O",23667,0,11,2018
"RT @realDonaldTrump: I love you Missouri! Under Republican leadership, America is BOOMING, America is THRIVING, and America is WINNING - be…",14867,0,11,2018
"RT @realDonaldTrump: Wow! The U.S. added 250,000 Jobs in October - and this was despite the hurricanes. Unemployment at 3.7%. Wages UP! The…",29269,0,11,2018
"RT @realDonaldTrump: I need the people of West Virginia to send a message to Chuck Schumer, Maxine Waters, Nancy Pelosi and the Radical Dem…",14917,0,11,2018
"RT @realDonaldTrump: Scott Perry of Pennsylvania is fantastic. He is strong on the Border, Crime, the Military, our Vets and the Second Ame…",15228,0,11,2018
"New Fox Poll shows a “40% Approval Rating by African Americans for President Trump, a record for Republicans.” Thank you, a great honor!",27339,111774,11,2018
Unbelievable crowd in Florida tonight. Get out and VOTE! #MAGA🇺🇸 https://t.co/zpLkAko8If,20607,78506,11,2018
If you want to protect criminal aliens – VOTE DEMOCRAT. If you want to protect Law-Abiding Americans – VOTE REPUBLICAN! https://t.co/0pWiwCHGbh https://t.co/2YoXSWT0Px,16078,55520,11,2018
".@DannyTarkanian is a great guy and a team player. He will represent his District, State and Country at the highest level. Danny is strong on Military, our Vets, Second Amendment and all of the things that we so strongly stand for. Vote for Danny - he has my Strong Endorsement!",14135,54560,11,2018
"Another fantastic #MAGARally tonight in the Great State of Florida. In just 3 days, the People of Florida are going to elect @ScottforFlorida and @RonDeSantisFL to protect your jobs, defend your BORDERS, and CONTINUE MAKING AMERICA  GREAT AGAIN! https://t.co/0pWiwCHGbh🇺🇸 https://t.co/sS78uyafOG",14042,49722,11,2018
"Heading to Pensacola, Florida - will be there soon. Amazing lines of people wanting to get in - what a crowd! Is this a sign of Republican Strength on Tuesday? https://t.co/te7RHdAeKA",9522,42709,11,2018
"Governor @DougDucey of Arizona is doing a great job. Doug is strong on Crime, the Border, and our Second Amendment. Loves our Military &amp; our Vets. Vote for Doug, he has my full and Complete Endorsement!",10480,40376,11,2018
"....Lake Okeechobee and all of the hurricane money were a passion for Rick Scott, who called endlessly on behalf of the People of Florida. Vote @ScottforFlorida!",12456,47306,11,2018
"In all the time I’ve been President, almost two years, never once did Senator Bill Nelson call me to ask for help for the Great State of Florida. I never see him until election time....",16644,62489,11,2018
Rumor has it that Senator Joe Donnelly of Indiana is paying for Facebook ads for his so-called opponent on the libertarian ticket. Donnelly is trying to steal the election? Isn’t that what Russia did!?,27385,97596,11,2018
"Arizona is such a Great State but it needs Border Security which @MarthaMcSally will provide, and Krysten Sinema doesn’t even think about. If it were up to Sinema - drugs, crime and illegal traffic will be flowing into Arizona at an ever increasing pace. Vote for Martha!",16531,58727,11,2018
"If Chuck Schumer and Nancy Pelosi gain the majority, they will try to raise your taxes, restore job-killing regulations, shut down your coal mines and timber mills, take away your healthcare, impose socialism, and ERASE your borders. VOTE for @MattForMontana and @GregForMontana! https://t.co/aDnCQKY7QD",18479,58442,11,2018
Landing in Montana now - at least everybody admits that my lines and crowds are far bigger than Barack Obama’s... https://t.co/PCibGjS209,17927,74116,11,2018
"New York, get out and VOTE for @JohnFasoNy, a great and hardworking Congressman. We need John’s voice in D.C. His opponent just moved to the area - is Pro-Iran and Anti-Israel. Vote for John. Has my Strong Endorsement!",15006,54742,11,2018
"RT @IvankaTrump: As the FIRST female Governor of Iowa, @IAGovernor cut taxes, balanced the budget (with a 127 m surplus!) &amp; fostered a pro-…",10507,0,11,2018
Get out and VOTE for @DeanHeller! https://t.co/4HEkpQL3oy,11060,43020,11,2018
"A vicious accuser of Justice Kavanaugh has just admitted that she was lying, her story was totally made up, or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?",47334,151598,11,2018
"Thank you to @PeteHegseth and @KatiePavlich for your nice, and very wise, statements on the Economy. You both really get it! @foxandfriends",10023,44849,11,2018
"A vicious accuser of Justice Kavanough has just admitted that she was lying, her story was totally made up, or FAKE! Can you imagine if he didn’t become a Justice of the Supreme Court because of her disgusting False Statements. What about the others? Where are the Dems on this?",11425,32535,11,2018
"Heading to Montana and Florida today! Everyone is excited about the Jobs Numbers - 250,000 new jobs in October. Also, wages rising. Wow!",14020,60026,11,2018
"Indiana Rally, and Coach Bobby Knight, were incredible last night. Packed House in Honor of Mike Braun for Senate. Mike will be a GREAT Senator. Don’t forget to VOTE!",13250,59601,11,2018
"Congresswoman Maxine Waters was called the most Corrupt Member of Congress! @FoxNews If Dems win, she would be put in charge of our Country’s finances. The beginning of the end!",26152,86027,11,2018
"Scott Perry of Pennsylvania is fantastic. He is strong on the Border, Crime, the Military, our Vets and the Second Amendment. Scott has my Total Endorsement!",15228,63617,11,2018
"Massive #MAGARally🇺🇸tonight in Indiana, thank you. Everyone get out and https://t.co/0pWiwCHGbh! https://t.co/5jVFO6SIsz",12492,47833,11,2018
"Republicans believe our Country should be a Sanctuary for law-abiding Americans – not criminal aliens. And Republicans will ALWAYS stand with the HEROES of @ICEgov, @CBP, and Law Enforcement! https://t.co/jmnmO26Yb3",13484,51124,11,2018
"In just 4 days, the people of Indiana are going to send Mike @braun4indiana to the United States Senate, so we can keep MAKING AMERICA GREAT AGAIN! Get out and VOTE!! https://t.co/dO3Nr8nuJi",11607,43363,11,2018
"I need the people of West Virginia to send a message to Chuck Schumer, Maxine Waters, Nancy Pelosi and the Radical Democrats by voting for Carol Miller and Patrick Morrisey!",14917,51095,11,2018
"Just landed - will see everyone in Southport, Indiana shortly! #MAGARally🇺🇸 https://t.co/zmapQS70CG",8441,40555,11,2018
THANK YOU WEST VIRGINIA! https://t.co/0pWiwCHGbh https://t.co/KmrMAt4Cea,10051,47603,11,2018
"JOBS, JOBS, JOBS! #MAGA 
https://t.co/ZqPjsPUX0t",15797,58823,11,2018
"Fantastic #MAGARally🇺🇸in West Virginia, thank you. Everyone get out and VOTE for Patrick @MorriseyWV and @CarolMillerWV! https://t.co/N8CQeLmSad",12274,47536,11,2018
https://t.co/nk2vKvHuaL,65832,199575,11,2018
"Will be going to West Virginia and Indiana today, TWO RALLIES! Don’t tell anyone (big secret), but I will be bringing Coach Bobby Knight to Indiana. He’s been a supporter right from the beginning of the Greatest Political Movement in American History!",20225,86249,11,2018
"Wow! The U.S. added 250,000 Jobs in October - and this was despite the hurricanes. Unemployment at 3.7%. Wages UP! These are incredible numbers. Keep it going, Vote Republican!",29517,117224,11,2018
"I love you Missouri! Under Republican leadership, America is BOOMING, America is THRIVING, and America is WINNING - because we are finally putting AMERICA FIRST. Get out and VOTE Josh @HawleyMO for the United States Senate! #MAGA🇺🇸 https://t.co/opp35qPPy3",14995,57362,11,2018
"Beautiful evening at a #MAGARally with great American Patriots. Loyal citizens like you helped build this Country and together, we are taking back this Country – returning power to YOU, the AMERICAN PEOPLE. Get out and https://t.co/0pWiwCHGbh! https://t.co/9nCTLdFVW4 https://t.co/wBOUVedVtT",17539,63662,11,2018
"Together, we are Making America Safe and Great Again! https://t.co/0pWiwCHGbh https://t.co/rWl5aSpY3O",23848,83554,11,2018
"On my way to Columbia, Missouri for a #MAGARally. Look forward to seeing everyone soon! https://t.co/0pWiwCHGbh https://t.co/oD6v3E13bk",8685,42056,11,2018
"Illegal immigration affects the lives of all Americans. Illegal Immigration hurts American workers, burdens American taxpayers, undermines public safety, and places enormous strain on local schools, hospitals and communities...
https://t.co/eN1IqPNBJY",29041,94089,11,2018
"....His opponent, Jared Polis, is weak on crime and weak on borders – could never do the job. Get out and VOTE – Walker has my Complete and Total Endorsement!",8474,35011,11,2018
".@WalkerStapleton will be an extraordinary Governor for the State of Colorado. He is strong, smart, and has been successful at everything he has ever done....",11718,47891,11,2018
Thank you to Rick Breckenridge and congratulations to Matt Rosendale (@MattForMontana). This is very big - see you in Montana on Saturday! Tickets: https://t.co/zX9sj0qUzN https://t.co/UWuHHs6Y0u,8806,35391,11,2018
"Just had a long and very good conversation with President Xi Jinping of China. We talked about many subjects, with a heavy emphasis on Trade. Those discussions are moving along nicely with meetings being scheduled at the G-20 in Argentina. Also had good discussion on North Korea!",21436,93732,11,2018
RT @realDonaldTrump: #JOBSNOTMOBS! VOTE REPUBLICAN NOW!! https://t.co/wso9ZHIvyF,28763,0,11,2018
"RT @realDonaldTrump: Harry Reid, when he was sane, agreed with us on Birthright Citizenship! https://t.co/ypiE1QWKag",25473,0,11,2018
"That’s because they treat me fairly!
“@FoxNews tops @CNN and @MSNBC combined in October cable news ratings” https://t.co/QX56Pwlmj4",19417,75779,11,2018
Fantastic evening in Florida with great PATRIOTS at a beautiful #MAGARally. Get out and https://t.co/0pWiwCq4MH so we can continue MAKING AMERICA SAFE &amp; GREAT AGAIN! https://t.co/c3fqrEdzFU https://t.co/VrmaMHPhl3,12775,48260,11,2018
"THANK YOU FLORIDA! Get out and VOTE Republican! #MAGA🇺🇸
https://t.co/v3hpKOPBik",16488,58652,11,2018
It is outrageous what the Democrats are doing to our Country. Vote Republican now! https://t.co/0pWiwCHGbh https://t.co/2crea9HF7G,41895,97576,10,2018
#JOBSNOTMOBS! VOTE REPUBLICAN NOW!! https://t.co/wso9ZHIvyF,28670,76880,10,2018
"Yesterday in Pittsburgh I was really impressed with Congressman Keith Rothfus (far more so than any other local political figure). His sincere level of compassion, grief and sorrow for the events that took place was, in its own way, very inspiring. Vote for Keith!",14461,61563,10,2018
"Harry Reid, when he was sane, agreed with us on Birthright Citizenship! https://t.co/ypiE1QWKag",25405,76687,10,2018
"Paul Ryan should be focusing on holding the Majority rather than giving his opinions on Birthright Citizenship, something he knows nothing about! Our new Republican Majority will work on this, Closing the Immigration Loopholes and Securing our Border!",32418,122475,10,2018
Republicans will protect people with pre-existing conditions far better than the Dems!,19880,78062,10,2018
"“Donald Trump has made good on his promises, and it drives Democrats Crazy!” Brad Blakeman @FoxNews",14624,62029,10,2018
The World is using our laws to our detriment. They laugh at the Stupidity they see!,18255,74445,10,2018
"....Harry Reid was right in 1993, before he and the Democrats went insane and started with the Open Borders (which brings massive Crime) “stuff.” Don’t forget the nasty term Anchor Babies. I will keep our Country safe. This case will be settled by the United States Supreme Court!",18947,66971,10,2018
"So-called Birthright Citizenship, which costs our Country billions of dollars and is very unfair to our citizens, will be ended one way or the other. It is not covered by the 14th Amendment because of the words “subject to the jurisdiction thereof.” Many legal scholars agree.....",27788,103636,10,2018
"Melania and I were treated very nicely yesterday in Pittsburgh. The Office of the President was shown great respect on a very sad &amp; solemn day. We were treated so warmly. Small protest was not seen by us, staged far away. The Fake News stories were just the opposite-Disgraceful! https://t.co/9B9HgCF1G9",18018,71496,10,2018
Stock Market up more than 400 points yesterday. Today looks to be another good one. Companies earnings are great!,12641,60741,10,2018
"Melania and I were treated very nicely yesterday in Pittsburgh. The Office of the President was shown great respect on a very sad and solemn day. We were treaty so warmly. Small protest was not seen by us, staged far away. The Fake News stories were just the opposite-Disgraceful!",1666,6381,10,2018
"Our military is being mobilized at the Southern Border. Many more troops coming. We will NOT let these Caravans, which are also made up of some very bad thugs and gang members, into the U.S. Our Border is sacred, must come in legally. TURN AROUND!",33112,127361,10,2018
"The Caravans are made up of some very tough fighters and people. Fought back hard and viciously against Mexico at Northern Border before breaking through. Mexican soldiers hurt, were unable, or unwilling to stop Caravan. Should stop them before they reach our Border, but won’t!",19498,71923,10,2018
"Congressman @KevinYoder has fought hard for the People of Kansas. Highly respected, strong on Crime, the Border, Military, Vets and Second Amendment. Kevin has my Total Endorsement!",14190,54129,10,2018
.@MikeDeWine will be a great Governor for the People of Ohio. He is an outstanding man who loves his State – and always produces big....,12473,48091,10,2018
"....Richard Cordray will let you down, just like he did when he destroyed the government agency that he ran. Clone of Pocahontas, that’s not for Ohio. Mike has my Total Endorsement!",11012,42059,10,2018
Just out: Consumer Confidence hits highest level since 2000.,22529,96404,10,2018
"“If the Fed backs off and starts talking a little more Dovish, I think we’re going to be right back to our 2,800 to 2,900 target range that we’ve had for the S&amp;P 500.” Scott Wren, Wells Fargo.",14921,61386,10,2018
"The Stock Market is up massively since the Election, but is now taking a little pause - people want to see what happens with the Midterms. If you want your Stocks to go down, I strongly suggest voting Democrat. They like the Venezuela financial model, High Taxes &amp; Open Borders!",30245,112456,10,2018
"Congressman Kevin Brady of Texas is so popular in his District, and far beyond, that he doesn’t need any help - but I am giving it to him anyway. He is a great guy and the absolute “King” of Cutting Taxes. Highly respected by all, he loves his State &amp; Country. Strong Endorsement!",14199,57038,10,2018
"Congressman Andy Barr of Kentucky, who just had a great debate with his Nancy Pelosi run opponent, has been a winner for his State. Strong on Crime, the Border, Tax Cuts, Military, Vets and 2nd Amendment, we need Andy in D.C. He has my Strong Endorsement!",14645,56169,10,2018
".@Erik_Paulsen, @Jason2CD, 
@JimHagedornMN and @PeteStauber love our Country and the Great State of Minnesota. They are winners and always get the job done. We need them all in Congress for #MAGA. Border, Military, Vets, 2nd A. Go Vote Minnesota. They have my Strong Endorsement!",11798,43760,10,2018
"Congressman @DaveBratVA7th is a fighter who is doing a great job for Virginia and for our Country. Border, Military, Vets, 2nd Amendment and all else. We need Dave in D.C. He has my Strong Endorsement!",12765,46669,10,2018
".@Erik_Paulsen, @Jason2CD, 
@JimHagedornMN and @PeteStauber love our Country and the Great State of Minnesota. They are winners and always get the job done We need them all in Congress for #MAGA. Border, Military, Vets, 2nd A. Go Vote Minnesota. They have my Strong Endorsement!",626,2029,10,2018
Congresswoman @cathymcmorris of Washington State is an incredible leader who is respected by everyone in Congress. We need her badly in D.C. to keep building on #MAGA. She has my Strong Endorsement!,10527,39455,10,2018
"Congressman @RodBlum of Iowa got a desperately needed Flood Wall for Cedar Rapids that was almost impossible to get. He makes a BIG difference for Iowa! Border, Military, Vets etc. We need Rod in D.C. He has my Strong Endorsement!",13485,48531,10,2018
".@Denver4VA of the 5th District in Virginia is a popular guy who really knows how to get the job done! Really big help with Tax Cuts, the Military and our great Vets. He has my Total Endorsement!",9917,39632,10,2018
".@ErikPaulson, @JasonLewis, @JimHagedornMN and @PeteStauber love our Country and the Great State of Minnesota. They are winners and always get the job done We need them all in Congress for #MAGA. Border, Military, Vets, 2nd A. Go Vote Minnesota. They have my Strong Endorsement!",1581,5507,10,2018
"Congressman @DenverRiggleman of the 5th District in Virginia is a popular guy who really knows how to get the job done! Really big help with Tax Cuts, the Military and our great Vets. He has my Total Endorsement!",1747,6509,10,2018
.@Troy_Balderson is doing a great job as Congressman from Ohio. We need him in D.C. Vote for Troy - He has my total Endorsement!,13344,49699,10,2018
RT @realDonaldTrump: I will be interviewed by Laura Ingraham  tonight at 10:00 P.M. on @FoxNews,10203,0,10,2018
.@troybalderson is doing a great job as Congressman from Ohio. We need him in D.C. Vote for Troy - He has my total Endorsement!,1969,7149,10,2018
RT @realDonaldTrump: I will be interviewed by Laura Ingraham  tonight at 10:00 P.M. on @FoxNews,5738,0,10,2018
So Revealing! https://t.co/wR0Z4694ei,49911,93429,10,2018
I will be interviewed by Laura Ingraham  tonight at 10:00 P.M. on @FoxNews,10203,52668,10,2018
"Check out tweets from last two days. I refer to Fake News Media when mentioning Enemy of the People - but dishonest reporters use only the word “Media.” The people of our Great Country are angry and disillusioned at receiving so much Fake News. They get it, and fully understand!",25535,93493,10,2018
"CNN and others in the Fake News Business keep purposely and inaccurately reporting that I said the “Media is the Enemy of the People.” Wrong! I said that the “Fake News (Media) is the Enemy of the People,” a very big difference. When you give out false information - not good!",34185,122099,10,2018
Great job being done by Congressman Keith Rothfus of Pennsylvania. Thank you Keith!,11757,55178,10,2018
"In Florida there is a choice between a Harvard/Yale educated man named @RonDeSantisFL who has been a great Congressman and will be a great Governor - and a Dem who is a thief and who is Mayor of poorly run Tallahassee, said to be one of the most corrupt cities in the Country!",29404,91680,10,2018
"Many Gang Members and some very bad people are mixed into the Caravan heading to our Southern Border. Please go back, you will not be admitted into the United States unless you go through the legal process. This is an invasion of our Country and our Military is waiting for you!",40646,142735,10,2018
"Had a very good conversation with the newly elected President of Brazil, Jair Bolsonaro, who won his race by a substantial margin. We agreed that Brazil and the United States will work closely together on Trade, Military and everything else! Excellent call, wished him congrats!",92699,341189,10,2018
....of Anger and Outrage and we will then be able to bring all sides together in Peace and Harmony. Fake News Must End!,19630,80430,10,2018
"There is great anger in our Country caused in part by inaccurate, and even fraudulent, reporting of the news. The Fake News Media, the true Enemy of the People, must stop the open &amp; obvious hostility &amp; report the news accurately &amp; fairly. That will do much to put out the flame...",36723,134425,10,2018
"The Fake News is doing everything in their power to blame Republicans, Conservatives and me for the division and hatred that has been going on for so long in our Country. Actually, it is their Fake &amp; Dishonest reporting which is causing problems far greater than they understand!",50126,186262,10,2018
"Just watched Wacky Tom Steyer, who I have not seen in action before, be interviewed by @jaketapper. He comes off as a crazed &amp; stumbling lunatic who should be running out of money pretty soon. As bad as their field is, if he is running for President, the Dems will eat him alive!",20056,84712,10,2018
"Thank you to Steve Rogers, FBI Joint Terror Task Force (Ret), for his very kind and generous remarks about me and my relationship to Law Enforcement. @JudgeJeanine",16534,74509,10,2018
Very interesting! https://t.co/ZmSA4v5fKi,27286,84162,10,2018
